date,PM25,temp,r_hum,wdsp,msl
17/04/2012,4.87,7.2,81.3,15.3,991
18/04/2012,7.89,6.8,87.5,9.7,984
19/04/2012,10.3,6.5,83.2,9.3,991
20/04/2012,6.8,6.3,85,10.2,993
21/04/2012,6.08,7.9,74.2,12.3,998
22/04/2012,7.42,7.9,84.8,9,1001
23/04/2012,9.49,7.1,87.8,8,997
24/04/2012,10.42,6.5,86,7,999
25/04/2012,8.14,6.6,91.4,21,985
26/04/2012,7.91,7.3,89.7,17.1,995
27/04/2012,7.36,6.4,78.3,9.4,1014
28/04/2012,7.35,6.6,76.7,12.6,1022
29/04/2012,6.62,5.4,80,20.9,1014
30/04/2012,9.81,9.4,86,17.3,1012
01/05/2012,12.13,9,91.5,14.7,1020
02/05/2012,15.67,9.2,89.5,7,1023
03/05/2012,14.73,8.5,86.8,7.5,1015
04/05/2012,11.76,7.7,90.8,7.8,1010
05/05/2012,8.38,5.7,69.2,8.9,1014
06/05/2012,10.07,4.7,73.5,6,1015
07/05/2012,9.59,8.2,83.8,12,1007
08/05/2012,7.6,8.2,87.7,5.5,1005
09/05/2012,7.46,6.8,86.3,10.3,1006
10/05/2012,8.46,9,97.9,7.3,1002
11/05/2012,5.35,7.5,80.5,12.3,1025
12/05/2012,6.03,8.6,73.5,9.8,1039
13/05/2012,4.87,9.6,70.8,17.4,1025
14/05/2012,6.82,8.6,74.3,15.5,1014
15/05/2012,6.61,6.9,72.3,12.8,1021
16/05/2012,7.49,7.3,74.1,7.3,1025
17/05/2012,8.07,8.1,86.5,6.8,1016
18/05/2012,12.77,8.6,89.2,11.7,1009
19/05/2012,13.73,8,87.8,11.1,1013
20/05/2012,23.79,9.2,88.8,5.3,1013
21/05/2012,17.65,11.5,79.4,6.8,1012
22/05/2012,11.34,13.1,84.1,5.3,1017
23/05/2012,10,15,79.4,6.2,1024
24/05/2012,12.8,14.4,79.2,6,1028
25/05/2012,24.69,15.4,78.6,8.7,1024
26/05/2012,18.81,15.5,71.8,13.3,1021
27/05/2012,21.51,15,74.9,7.6,1019
28/05/2012,14.8,15.8,74.9,7.9,1018
29/05/2012,9.39,13.6,81.5,5.6,1018
30/05/2012,10.77,14.4,84.9,5.3,1017
31/05/2012,5.6,14.4,90.2,7.4,1018
01/06/2012,9.35,14.2,83.2,4.8,1020
02/06/2012,18.36,12.7,86.7,9,1013
03/06/2012,7.78,9.6,92,15.6,1009
04/06/2012,7.21,10.3,72,6.1,1018
05/06/2012,8.82,10,92.9,7,1008
06/06/2012,8.3,13.4,84,6.1,998
07/06/2012,6.69,11.9,97.8,10.8,990
08/06/2012,5.64,11,94.5,17.4,993
09/06/2012,6.72,11.1,78.1,13.5,1008
10/06/2012,8.67,12,77.2,5.4,1008
11/06/2012,9.83,13.1,77.9,5.8,1007
12/06/2012,9.79,11.5,81.8,5.5,1012
13/06/2012,11.53,11.7,86.1,5.4,1015
14/06/2012,9.6,11.8,89.4,14.3,1011
15/06/2012,5.58,12.3,93.5,16,997
16/06/2012,3.63,12.5,89.8,12.1,998
17/06/2012,5.41,11,79.5,8.2,1015
18/06/2012,6.17,11.5,81.8,6.2,1015
19/06/2012,4.47,12.7,75.7,7.2,1017
20/06/2012,8.1,12.4,80.8,6.8,1016
21/06/2012,11.16,12,97.2,8.2,1003
22/06/2012,7.24,12.6,84.4,19,1005
23/06/2012,5.52,12.7,84,13.9,1013
24/06/2012,4.9,13.6,82.4,9.6,1012
25/06/2012,7.26,12.1,79.3,7.5,1018
26/06/2012,4.82,16.7,83.9,9.9,1016
27/06/2012,5.02,18.7,83.7,8.4,1013
28/06/2012,5.94,16.3,84.7,11.2,999
29/06/2012,4.82,15.4,79.3,13.8,994
30/06/2012,3.37,12.8,80.6,12.8,1002
01/07/2012,3.55,13,81.2,13.8,1009
02/07/2012,4.34,15.6,92.6,5.4,1007
03/07/2012,5.22,14.8,95.9,8.5,1007
04/07/2012,6.36,14.5,88.6,9.2,1005
05/07/2012,7.51,14.4,86.5,4.7,1010
06/07/2012,11.79,13.8,98,10.1,1009
07/07/2012,8.45,15.4,87.2,10.7,1008
08/07/2012,5.73,12.6,95.4,6.9,1009
09/07/2012,5.21,12.4,92.7,5.5,1011
10/07/2012,4.34,12.4,86.3,9.2,1012
11/07/2012,4.24,12,82.3,9,1012
12/07/2012,6.18,11.2,86.6,8.5,1010
13/07/2012,12.35,12.9,87.3,8.5,1002
14/07/2012,7.42,11.9,79.6,8.5,1008
15/07/2012,4.1,12.7,77.7,10,1015
16/07/2012,4.72,15.4,87.4,11.3,1015
17/07/2012,4.99,17.4,85.8,11.8,1019
18/07/2012,5.08,15.1,84.4,14.1,1010
19/07/2012,5.33,12.7,83.3,10.3,1012
20/07/2012,6.9,12.1,78.2,6.3,1019
21/07/2012,7.12,13.6,74.8,6,1024
22/07/2012,4.21,17,80.1,13.6,1020
23/07/2012,4.89,19.7,83.3,13,1016
24/07/2012,4.56,16.2,97.6,4.8,1017
25/07/2012,6.92,14.7,84,7,1021
26/07/2012,8.91,14.5,76.5,4.7,1019
27/07/2012,7.24,13.8,77,11.5,1016
28/07/2012,6.35,11.9,85.3,13.3,1011
29/07/2012,5.77,12,81.3,12,1011
30/07/2012,6.18,12.9,76.8,9.4,1013
31/07/2012,6.94,13.5,91.6,8.8,1009
01/08/2012,4.74,16.3,79.6,12.6,1000
02/08/2012,6.94,15.4,70.5,8.4,1005
03/08/2012,7,15,88.1,12,1005
04/08/2012,9.19,14.9,89.3,11,1006
05/08/2012,9.97,13,94.2,5,1007
06/08/2012,4.96,13.6,84.3,8,1010
07/08/2012,8.06,14.7,86.1,6.6,1017
08/08/2012,13.63,13.7,94.2,5,1024
09/08/2012,9.04,15.7,89,4.4,1027
10/08/2012,12.09,16.2,83.3,6.5,1026
11/08/2012,18.46,16.8,82.5,9.1,1018
12/08/2012,13.99,15.8,90.5,10,1009
13/08/2012,6.06,17.5,85.3,11.9,1003
14/08/2012,6.79,17.1,83.5,8.7,1007
15/08/2012,8.71,16,88.7,17.2,998
16/08/2012,7.08,16.3,79.5,14.3,1004
17/08/2012,5.55,17.8,88.5,9.1,1004
18/08/2012,7.53,18.1,75.5,7.8,1011
19/08/2012,6.86,16.5,81.6,8.2,1015
20/08/2012,7.27,17.4,77.7,7.9,1016
21/08/2012,6.98,15.7,80.3,10.3,1014
22/08/2012,7.71,14.8,82.8,12.9,1014
23/08/2012,7.44,14.5,80.3,7.7,1011
24/08/2012,8.74,13.5,93.5,9.7,1001
25/08/2012,9.19,13.9,89.2,10.2,1004
26/08/2012,7.12,13.4,83,9.1,1014
27/08/2012,5.6,15.6,88.4,12.2,1003
28/08/2012,7.98,14.2,77.1,12.1,1007
29/08/2012,7.84,14.4,80,8.9,1003
30/08/2012,7.5,11.9,77.4,11.2,1022
31/08/2012,7.49,12.2,86.3,11,1029
01/09/2012,7.2,15.9,77.7,15.4,1023
02/09/2012,6.82,15.9,83.6,8.7,1024
03/09/2012,11,16.8,79.8,8,1025
04/09/2012,8.09,14.6,79,10.3,1026
05/09/2012,10.87,12.4,79,6.5,1030
06/09/2012,8.57,14.6,74,11.8,1026
07/09/2012,7.41,16.4,85.8,12.4,1023
08/09/2012,10.48,16.2,81.2,5.6,1018
09/09/2012,12.01,14,85.2,9.1,1005
10/09/2012,5.35,12.8,92.5,8.2,1005
11/09/2012,5.46,9.9,80.2,14.4,1013
12/09/2012,7.4,11.5,81.8,13.2,1015
13/09/2012,7.23,12.5,82.1,15.4,1016
14/09/2012,7.8,13.4,76.3,17.1,1013
15/09/2012,5.62,13.1,81.7,11.5,1015
16/09/2012,5.47,13.1,81.9,14.3,1009
17/09/2012,6.52,11.1,81.3,14.2,1008
18/09/2012,7.05,9.4,78.1,13.7,1016
19/09/2012,7.36,9.7,81.6,11.3,1022
20/09/2012,6.89,12.3,86.5,11.9,1016
21/09/2012,9.9,9,85.7,8.6,1018
22/09/2012,12.59,7.1,81.3,6.8,1020
23/09/2012,15.22,8.3,84.8,8.2,1009
24/09/2012,7.56,9.1,95,12,992
25/09/2012,7.1,9.5,93.1,14.5,985
26/09/2012,7.94,11.3,84.7,16.8,996
27/09/2012,7.48,10.1,83.2,10.8,1009
28/09/2012,7.31,11,82.4,13.8,1010
29/09/2012,7.77,10.4,78.8,13.7,1017
30/09/2012,5.53,13.4,82,14.5,1009
01/10/2012,6.84,10.9,82.5,12.7,1006
02/10/2012,7.3,10.6,79.7,14.5,1000
03/10/2012,7.05,8.3,86.4,13.4,1000
04/10/2012,7.43,8.7,87.5,9.8,1004
05/10/2012,8.52,9,84.4,11.4,1005
06/10/2012,13.24,8,89.3,7.5,1015
07/10/2012,10.95,7.8,85.6,6,1022
08/10/2012,11.39,10,88.3,8.9,1016
09/10/2012,31.32,7.2,91,5.8,1017
10/10/2012,21.06,10.3,95.5,7.1,1011
11/10/2012,9.34,11,92.3,12.5,1002
12/10/2012,10.48,6.8,84.3,11.3,1005
13/10/2012,17.07,5.8,88.8,8.8,1005
14/10/2012,18.86,7.1,94.3,7.7,1004
15/10/2012,14.97,7.1,94.5,7.1,999
16/10/2012,10.01,8,83.1,12.7,995
17/10/2012,8.74,10.3,84.3,12.7,987
18/10/2012,16.22,10.3,85.5,6.7,993
19/10/2012,26.68,8.9,95.4,3.3,1006
20/10/2012,12.42,10.7,82,5.8,1013
21/10/2012,22.68,8.8,92.2,6.4,1019
22/10/2012,17.07,10.2,93.1,5.4,1023
23/10/2012,10.38,11.6,96.9,8.5,1026
24/10/2012,5.92,11.7,95.5,11.9,1023
25/10/2012,6,10.8,85.9,13.9,1019
26/10/2012,7.96,5.6,76.8,13.2,1020
27/10/2012,7.72,3.9,76.5,10.7,1025
28/10/2012,4.77,7.4,91.4,15.6,1011
29/10/2012,10.55,6.1,92.9,7.8,1009
30/10/2012,5.24,6.1,87.8,13.1,1002
31/10/2012,14.79,5.9,87.2,11.7,980
01/11/2012,14.42,3.2,90.2,13.8,977
02/11/2012,26.75,4.9,83.3,16.1,986
03/11/2012,6.92,4.3,76.5,11.3,991
04/11/2012,7.9,6.7,77.6,11,991
05/11/2012,11.85,4.8,86.3,9.4,1011
06/11/2012,8.7,7.3,86.6,15.6,1022
07/11/2012,4.72,9.3,82.2,16.5,1021
08/11/2012,5.27,8.4,86.5,12.4,1017
09/11/2012,5.48,8,86.2,12.8,1002
10/11/2012,11.17,4.9,85.7,10.4,996
11/11/2012,12.09,4.9,90.7,8.9,1012
12/11/2012,4.27,10.8,89.9,10.6,1013
13/11/2012,4.1,12.7,85.2,15.5,1017
14/11/2012,18.83,11.3,80,9,1022
15/11/2012,15.17,9.6,81.3,5,1021
16/11/2012,17.49,6.6,92,4.6,1012
17/11/2012,8.69,5.1,87.5,10.7,1008
18/11/2012,7.78,5,83.5,9.2,1009
19/11/2012,4.02,11.8,79,15,997
20/11/2012,4.35,10.4,74.8,12.4,998
21/11/2012,8.09,7.8,76.8,7.5,1005
22/11/2012,5.13,8.1,81.5,14.5,996
23/11/2012,9.78,5.2,81.3,12.1,1007
24/11/2012,44.11,2.5,91.3,5.2,1010
25/11/2012,16.71,3.7,90.9,10.1,1001
26/11/2012,6.96,5.3,85,16.4,1006
27/11/2012,13.73,3.6,81.2,12.7,1016
28/11/2012,17.8,1.7,90.3,8.6,1021
29/11/2012,30.98,1.1,93.1,6.6,1016
30/11/2012,39.41,2.5,89.8,4.8,1013
01/12/2012,22.98,2.3,93.3,9.5,1018
02/12/2012,24.72,3.6,96.7,6.9,1014
03/12/2012,8.58,6.1,84.2,15.8,1006
04/12/2012,11.77,3.5,90,14.4,1004
05/12/2012,22.76,1.4,92.5,8.8,1014
06/12/2012,8.97,3.3,89.7,14,1007
07/12/2012,11.41,3.7,84.2,15.2,1011
08/12/2012,10.36,4,89.6,12.8,1026
09/12/2012,12.72,5.2,89.8,13.6,1022
10/12/2012,22.66,1.2,89.5,6.3,1028
11/12/2012,32.84,0.9,88.5,4,1029
12/12/2012,17.68,4,87.7,6.8,1015
13/12/2012,21.76,3.5,78,10.6,1001
14/12/2012,10.62,6.4,93.4,17.3,978
15/12/2012,8.82,6.7,85.3,12,984
16/12/2012,10.15,6.8,82.5,9,992
17/12/2012,10.7,6.5,91,13.7,998
18/12/2012,20.27,3.8,95.9,7.3,1015
19/12/2012,12.53,7.9,92.5,16.6,1007
20/12/2012,12.43,7.1,97.4,7.7,999
21/12/2012,18.5,6.6,95.6,6.8,1007
22/12/2012,6.18,11.3,93.9,12.8,995
23/12/2012,7.85,8.5,79,20.7,996
24/12/2012,9.77,7.7,84,7.3,993
25/12/2012,12.05,5.6,90.2,10.2,992
26/12/2012,8.3,6.2,84.8,16.4,997
27/12/2012,11.26,5.4,85.9,10.6,1005
28/12/2012,6.12,10.7,84.4,18,1002
29/12/2012,9.07,6.8,81.2,15,993
30/12/2012,8.29,6.1,86.2,19.7,1000
31/12/2012,11.57,7.8,84.9,17.8,994
01/01/2013,11,3.9,86,14.8,1009
02/01/2013,9.3,9.8,90.5,15.7,1020
03/01/2013,9.1,11.3,89.6,11.6,1030
04/01/2013,47.9,9.1,87.3,8.3,1034
05/01/2013,33.1,9.5,87.5,8.4,1030
06/01/2013,21.9,8.9,86.8,6.8,1027
07/01/2013,9.6,10.3,90.3,8.5,1019
08/01/2013,16.5,8.4,89.2,9.5,1021
09/01/2013,43.9,1.5,93.6,4.3,1023
10/01/2013,17.1,3.4,93.5,7.2,1015
11/01/2013,22,4.2,92.5,6.8,1015
12/01/2013,15.4,5.3,87.5,9.8,1012
13/01/2013,25.3,0.9,95.2,7.7,1020
14/01/2013,10.8,3.4,90.8,12.9,1014
15/01/2013,22.6,1,92.2,7.8,1012
16/01/2013,11.6,4.2,87.8,9.3,1009
17/01/2013,10.6,5.9,95.9,13,1008
18/01/2013,,2.8,94.5,23.8,994
19/01/2013,23.8,2.1,90.9,10.2,999
20/01/2013,13.7,2.1,75.3,11.5,998
21/01/2013,19,1,92.9,6.1,994
22/01/2013,76.5,-1.3,97.8,2.9,1001
23/01/2013,37.2,2.1,86.1,6.6,1008
24/01/2013,31.7,3.4,85.7,6.2,1015
25/01/2013,9.8,6.4,87.8,12.6,1003
26/01/2013,4.8,6.7,85,13.5,999
27/01/2013,5.8,4.8,83.8,20.4,988
28/01/2013,9.5,6.8,75.1,21.1,993
29/01/2013,7.9,8.9,81.4,18.8,993
30/01/2013,5.9,6.7,79.1,19.6,1001
31/01/2013,8,6.6,75.5,20.5,1004
01/02/2013,10,4.5,81.4,17.3,1003
02/02/2013,15.6,2.4,80.3,7.8,1022
03/02/2013,6,8.1,91.1,18.1,1015
04/02/2013,9.1,5.9,77.9,22.8,1010
05/02/2013,7,2.7,84.9,21.3,1001
06/02/2013,11.6,3.1,76.2,13.7,1019
07/02/2013,11.7,2.3,92.7,10.1,1021
08/02/2013,12.5,5,88.7,9.2,1024
09/02/2013,24.8,6.5,92.1,9.3,1017
10/02/2013,13.1,5.7,95.7,9,994
11/02/2013,19.1,3.5,91.7,8.3,1001
12/02/2013,22.5,3.7,92.2,9.3,1014
13/02/2013,6.3,8,91.4,11.9,1009
14/02/2013,8.1,6.5,84.9,13.7,1011
15/02/2013,21.7,5.5,82.9,8,1020
16/02/2013,22.6,7.6,84.9,6.4,1019
17/02/2013,14.2,7,80.8,15.3,1016
18/02/2013,18.1,5.7,73.7,12.8,1017
19/02/2013,30.7,4,84,8,1019
20/02/2013,30.6,3.9,84.4,12.1,1020
21/02/2013,19.5,2.3,71,14.9,1022
22/02/2013,17.7,1.5,68.2,9.2,1023
23/02/2013,28.5,1.1,78.4,6.7,1025
24/02/2013,25.5,1.2,81.8,5,1030
25/02/2013,32.2,2,83.5,5.4,1034
26/02/2013,26.6,3.8,85.3,7.4,1036
27/02/2013,31.5,4.4,85.3,6.5,1038
28/02/2013,41.2,3.4,91.3,5.5,1035
01/03/2013,29.5,4.7,86.7,6,1033
02/03/2013,33.7,1.9,88.1,4.3,1029
03/03/2013,35.8,4.7,80,5.4,1022
04/03/2013,42.8,4.3,76.1,7.8,1012
05/03/2013,65,3.3,89.3,6.6,1004
06/03/2013,63.5,6.4,93.8,8.3,999
07/03/2013,41.7,6.8,96.5,10.8,995
08/03/2013,24,7.6,96.9,12.4,995
09/03/2013,,5.6,95.7,11.9,1002
10/03/2013,,3.1,72.3,21.5,1009
11/03/2013,,-0.3,65.4,19.8,1016
12/03/2013,,1.1,68.8,10.4,1018
13/03/2013,,2,84.1,9.5,1016
14/03/2013,,2.9,84.3,11.6,1015
15/03/2013,,5.6,76.5,12,999
16/03/2013,,1.8,85,5.5,992
17/03/2013,,1.7,93.4,8,988
18/03/2013,,3.3,90.8,9.6,992
19/03/2013,,1.7,93.9,8.1,998
20/03/2013,,2.8,92.5,6.3,1006
21/03/2013,,4.3,83.5,20.1,1009
22/03/2013,,4.3,94.7,20.5,1002
23/03/2013,13.9,2.7,91.9,14.4,1010
24/03/2013,18.6,1.4,78.5,18.8,1016
25/03/2013,11.5,2.2,65.9,19.3,1019
26/03/2013,10.8,1.1,80,14.2,1019
27/03/2013,10,0.9,84.5,10.7,1016
28/03/2013,18.5,1.5,79.2,10.5,1016
29/03/2013,15.6,2.2,63.1,12.9,1012
30/03/2013,12.1,3.1,59,11,1014
31/03/2013,12.2,3.6,63.5,15.4,1012
01/04/2013,14.8,2.9,64.5,15,1012
02/04/2013,8.9,3.2,67.1,12.3,1018
03/04/2013,9.1,3.5,70.3,11.9,1023
04/04/2013,7.6,2.9,71.8,12,1023
05/04/2013,12,3,74.5,9.3,1024
06/04/2013,20.6,2.5,74.5,6.2,1026
07/04/2013,20.7,3.9,78,9.9,1017
08/04/2013,27.5,5.2,72.8,16.1,1004
09/04/2013,33.6,4.1,80.3,14.3,1001
10/04/2013,51.3,5.4,91.1,8.8,1001
11/04/2013,28.8,6.2,95.8,7.8,994
12/04/2013,19.4,6.8,87,7.3,998
13/04/2013,11,7.4,93.7,12.1,1001
14/04/2013,5.4,12,76.6,18.1,998
15/04/2013,6.6,11.4,69.8,17.4,1005
16/04/2013,5.4,10.6,57.5,20.2,1006
17/04/2013,3.1,10.9,77.4,20,998
18/04/2013,3.4,8.2,79.8,23,1006
19/04/2013,6.9,7.4,75.6,8.8,1028
20/04/2013,6,8.8,70.7,9.4,1029
21/04/2013,3.1,8.8,74.4,12.4,1017
22/04/2013,5.4,10,81,16.1,1012
23/04/2013,5.5,12,74.6,13.3,1018
24/04/2013,4.8,10.9,86.8,11,1021
25/04/2013,5.2,7.7,84,9.3,1021
26/04/2013,5.6,5.9,73.3,14.5,1020
27/04/2013,6,6.8,70.7,9.1,1021
28/04/2013,6.1,7.8,77,15.1,1013
29/04/2013,5,7.4,71.3,16.6,1018
30/04/2013,6.3,6.9,72.5,7.3,1027
01/05/2013,5,9.1,71.8,8.5,1025
02/05/2013,5.4,9.6,71.8,7.9,1023
03/05/2013,4.7,11.3,75.5,15.5,1015
04/05/2013,3.8,10.6,73.4,15.9,1013
05/05/2013,5.7,13.4,73,13.5,1017
06/05/2013,11.8,12.5,74,8,1017
07/05/2013,16.5,11.5,75.5,8.5,1013
08/05/2013,5.9,11,80.8,15.8,997
09/05/2013,3.4,9,78.5,19.1,994
10/05/2013,4.4,9.7,75.9,15.8,1005
11/05/2013,3.3,8.1,78.4,17.3,1008
12/05/2013,3.4,9.3,82.7,16,1011
13/05/2013,3.6,7.2,75,18,1008
14/05/2013,4,8.1,72.2,11.2,999
15/05/2013,4.2,7.3,77,14,998
16/05/2013,7.4,6.2,80.2,7.5,1000
17/05/2013,12.8,7.7,77.6,7.4,1010
18/05/2013,7.4,8.9,84.6,9.5,1010
19/05/2013,6.9,11.8,76.5,4.5,1014
20/05/2013,8.4,12.1,84.2,11,1018
21/05/2013,3.8,11.8,74.9,11.6,1021
22/05/2013,4.4,10,69.2,12.8,1023
23/05/2013,4.6,7.4,66.9,14.5,1021
24/05/2013,5.2,8.3,64.9,12.9,1020
25/05/2013,8.8,10,66.5,6.5,1023
26/05/2013,5,12.6,71.3,10.3,1017
27/05/2013,3.4,10.5,76.4,10.3,999
28/05/2013,5.3,9.8,74.8,6.9,1002
29/05/2013,11.8,13.1,68.7,12.8,1011
30/05/2013,12,13.7,64.4,12.3,1018
31/05/2013,4.9,11.1,74.6,9.1,1023
01/06/2013,5,10.3,73.7,9.3,1027
02/06/2013,6.8,12.4,70.3,6.5,1031
03/06/2013,6.9,14.2,75.8,5,1032
04/06/2013,11.8,12.6,72.3,5.3,1029
05/06/2013,10,12.5,73.1,6.7,1023
06/06/2013,18.8,12.7,75.7,7.2,1023
07/06/2013,15.8,14.3,70.6,6.9,1025
08/06/2013,12.5,13.2,77.3,4.8,1023
09/06/2013,13.3,13.5,67.2,7.2,1017
10/06/2013,11,12.6,74.1,10,1012
11/06/2013,6.7,13,92.3,12,1006
12/06/2013,6.5,12.5,89.2,7,1004
13/06/2013,4.5,11.9,83.8,11.4,1007
14/06/2013,3.8,11.8,81,12.3,1006
15/06/2013,2.2,12,75.3,15.5,1002
16/06/2013,3.9,12.2,85.8,10,1010
17/06/2013,8.4,12.3,90.2,8,1016
18/06/2013,12.3,14,80.9,5.3,1015
19/06/2013,7.3,14.3,71.6,7.1,1018
20/06/2013,9.6,14.4,73.1,5.4,1012
21/06/2013,5.4,14.9,78.6,9.3,1008
22/06/2013,4.7,13.1,83,16.4,998
23/06/2013,4.5,11.9,82.4,18.8,1012
24/06/2013,6.8,12.3,73,9.2,1024
25/06/2013,6,14.3,73.6,4,1029
26/06/2013,6.7,14.2,71.9,6.7,1033
27/06/2013,4.9,13.4,92.3,11.1,1028
28/06/2013,1.3,14.8,88.1,16.5,1021
29/06/2013,4.6,14.8,82,12,1023
30/06/2013,5.3,14.6,74.2,15.9,1018
01/07/2013,6.8,13.4,70.7,10.4,1015
02/07/2013,3.7,13.8,83.1,10.3,1003
03/07/2013,4.9,15.2,81.9,11.4,1008
04/07/2013,4.4,15.8,72.6,16.5,1016
05/07/2013,6.3,15.1,71.4,7.4,1028
06/07/2013,7.9,16.7,72.3,6.6,1029
07/07/2013,5.4,17.5,85,5.2,1035
08/07/2013,14,17.5,78.4,4.8,1035
09/07/2013,17.7,19.1,72.1,4.2,1030
10/07/2013,12.6,16.7,83.6,5.3,1028
11/07/2013,17.9,17,80.7,5.1,1027
12/07/2013,20.6,19.1,68.3,4.2,1025
13/07/2013,12.8,18.2,80.9,5.7,1027
14/07/2013,11.9,17.7,76.3,4.5,1026
15/07/2013,10.8,16.2,76.3,7.4,1025
16/07/2013,12.2,18.1,71.4,6.7,1025
17/07/2013,12.5,19.2,67.3,5,1026
18/07/2013,16.6,18.9,69.9,5.4,1028
19/07/2013,13.7,19.3,79.6,7,1027
20/07/2013,16.5,18.5,81.3,7.8,1024
21/07/2013,10,16.3,83.8,6.4,1020
22/07/2013,20,18.1,85.5,8.3,1015
23/07/2013,7.1,18.9,79.2,6.9,1011
24/07/2013,4.6,17.8,83,8.7,1010
25/07/2013,5.4,17.1,88.6,6.3,1009
26/07/2013,5.7,16.7,83.2,6,1010
27/07/2013,8,15.2,85.8,7,1007
28/07/2013,7.7,15.7,86.9,5.9,1002
29/07/2013,3,16.6,80.4,8.2,1006
30/07/2013,3.1,16.1,71,10.6,1010
31/07/2013,2.3,15.6,88.5,9.2,1009
01/08/2013,3.4,18.6,86.6,10.8,1003
02/08/2013,3.8,17.3,73.1,14.8,1001
03/08/2013,3.2,14.9,79.1,13,1010
04/08/2013,4,15.4,86.7,6.8,1012
05/08/2013,4.2,15.1,78.8,9.3,1011
06/08/2013,3,15.3,75.2,7,1015
07/08/2013,4.7,15.3,76.9,4,1016
08/08/2013,5,17,74.4,8.2,1016
09/08/2013,2.7,14.8,77.3,10.9,1020
10/08/2013,2.6,15.8,72.1,8.9,1021
11/08/2013,2.4,14.6,73.6,14,1017
12/08/2013,2.8,13.3,75.9,12.5,1018
13/08/2013,3.6,15,82,8.8,1022
14/08/2013,4.2,17.6,82.3,6.2,1018
15/08/2013,2.9,18,89.3,11.9,1012
16/08/2013,4.6,15.6,79.8,8.8,1013
17/08/2013,2,16.8,81.1,13.8,1003
18/08/2013,2.4,14.2,76.8,12.3,1008
19/08/2013,5,15.1,74.2,11.4,1020
20/08/2013,6,16.7,73.9,10.1,1024
21/08/2013,4.3,18.1,75.8,13.6,1019
22/08/2013,6.2,15.2,88.7,8.2,1018
23/08/2013,7.6,14.7,93,5.3,1013
24/08/2013,3.5,13.2,82.9,7,1016
25/08/2013,4.6,15,86.5,6.5,1019
26/08/2013,5.3,13.7,87.1,4.4,1022
27/08/2013,4.6,15.5,89,5.8,1022
28/08/2013,3.9,14.2,77.6,5.3,1024
29/08/2013,2.6,17,79.5,12.5,1019
30/08/2013,,15.6,81.3,13.1,1018
31/08/2013,,12.2,72,11.8,1028
01/09/2013,,13.3,75.5,15.4,1029
02/09/2013,,16.7,83,16.2,1027
03/09/2013,,17.2,73.1,6.3,1025
04/09/2013,,16.5,66.1,8.2,1018
05/09/2013,,12.9,71.3,7.6,1014
06/09/2013,4.8,9.6,79.9,9.1,1013
07/09/2013,2.2,9,90,14.3,1011
08/09/2013,4.9,10.3,84.8,10.2,1014
09/09/2013,6,10.7,82,8.4,1019
10/09/2013,3.3,12.4,78.7,11.5,1026
11/09/2013,3.6,14,92.1,11.6,1024
12/09/2013,2.9,15.6,93.9,9.8,1018
13/09/2013,6.5,10.7,83.2,5.9,1020
14/09/2013,4.7,10.4,74.3,6.1,1020
15/09/2013,3.5,12.2,76,20.3,1004
16/09/2013,5.2,9.3,73,19.9,1002
17/09/2013,7,9.2,89.4,8.6,999
18/09/2013,3.5,10,81.8,12.2,1007
19/09/2013,4,12.6,75.7,15.8,1008
20/09/2013,9.5,12.4,71.1,7.5,1017
21/09/2013,6.4,17.3,79.3,8,1020
22/09/2013,3.9,16.8,79,7.8,1026
23/09/2013,7,14.8,90.7,9.1,1022
24/09/2013,15.4,14.2,94.8,6.8,1015
25/09/2013,22.2,13.6,97.3,5,1012
26/09/2013,15.6,13.7,96.8,9.2,1015
27/09/2013,16,14.4,90.4,7.7,1014
28/09/2013,18.6,13.3,91.7,7.2,1009
29/09/2013,14.1,13.7,85.3,10.2,1007
30/09/2013,19.7,13.5,90.3,9.8,1005
01/10/2013,21.5,14.1,92,13.4,1004
02/10/2013,8.2,15.2,96.8,14.3,1003
03/10/2013,12.1,15.4,96.6,9,1002
04/10/2013,7,14.2,91,7.9,1007
05/10/2013,3.1,14,79.3,8.7,1019
06/10/2013,3.2,16.5,82.3,10.5,1021
07/10/2013,2.8,17.2,80.3,11.9,1020
08/10/2013,3,14.1,84.4,11,1023
09/10/2013,4.2,9.5,78,13.5,1024
10/10/2013,6.6,6.9,75.7,10.1,1028
11/10/2013,6.8,9.9,79.5,11.2,1029
12/10/2013,6.3,11,84,10.4,1025
13/10/2013,9.9,10.1,86.6,7.5,1018
14/10/2013,12.1,9.7,84,8.9,1014
15/10/2013,15.5,8.2,91.3,6.5,1012
16/10/2013,8.1,11.2,89.7,12.2,1005
17/10/2013,9.1,11.8,87.1,7,1010
18/10/2013,,12.9,96.1,15.3,1006
19/10/2013,7,13.3,88.5,7.4,997
20/10/2013,3.1,12.3,86.5,10.9,995
21/10/2013,5.4,12.6,94.2,9.6,995
22/10/2013,7.2,14.4,84.8,8.7,986
23/10/2013,3.6,10,79.9,14.8,996
24/10/2013,7.2,10.4,89.6,8.6,1009
25/10/2013,5.7,13.6,88.6,11,996
26/10/2013,4.9,10.9,84,10.8,995
27/10/2013,4.2,10.8,80.6,18.2,985
28/10/2013,3.1,9.3,82.1,16.1,990
29/10/2013,5.8,7,82.8,14.4,1010
30/10/2013,4.7,9.2,84.8,10.5,1012
31/10/2013,8.2,9.5,80.9,12.5,1010
