date,PM25,temp,r_hum,wdsp,msl
01/11/2013,27.7,7.3,82.4,7.1,1006
02/11/2013,5.9,6.9,82.6,17.1,990
03/11/2013,21.5,5.8,83.8,12.5,996
04/11/2013,11.4,4.3,84.5,8.5,995
05/11/2013,4.8,7.6,85.6,14.6,993
06/11/2013,6.5,7.4,91.3,9.3,997
07/11/2013,3.9,6.7,81.1,13.7,1002
08/11/2013,5.4,5.9,81.5,10.9,1003
09/11/2013,7.1,5,85.9,11,1003
10/11/2013,6.9,5.4,87,9.2,1016
11/11/2013,6.1,12,90,13,1016
12/11/2013,6.4,7.2,84.8,10.5,1028
13/11/2013,5.1,7.4,81.7,13,1027
14/11/2013,6.9,7,80.3,14.1,1029
15/11/2013,8,8.4,81.6,8.8,1035
16/11/2013,5.6,9.7,84.4,9.5,1031
17/11/2013,6.9,10.6,94.6,6.9,1023
18/11/2013,6.4,5.4,91.9,9.9,1014
19/11/2013,4.6,2.5,84.9,13.4,1018
20/11/2013,3.9,5.7,79.5,20.5,1008
21/11/2013,9.3,3.2,75,12.2,1016
22/11/2013,22.6,1.5,87.7,5.7,1024
23/11/2013,19.6,3.2,95.3,7.2,1029
24/11/2013,18.9,6.3,90.6,5.6,1035
25/11/2013,17,5.6,85.9,5.5,1041
26/11/2013,10.2,6.2,89.3,8.6,1041
27/11/2013,9.6,7.4,91.3,7.9,1038
28/11/2013,9.5,8.7,94.8,6.3,1037
29/11/2013,4.7,7.3,85.4,15.6,1030
30/11/2013,6.8,5.7,91.2,8.5,1033
01/12/2013,14.2,7.7,92.9,5.5,1035
02/12/2013,9.4,7.3,87,4.3,1033
03/12/2013,5.6,7.6,85.3,9.8,1027
04/12/2013,6.4,4.2,87,11.8,1031
05/12/2013,5.8,6.4,79.2,22.2,1023
06/12/2013,6.4,6,91.4,12.3,1028
07/12/2013,4.1,7.4,88.1,11.9,1024
08/12/2013,4.6,9.6,84.3,18.9,1020
09/12/2013,5.8,9.6,79.6,10.1,1023
10/12/2013,8.6,11.9,75.1,12.2,1022
11/12/2013,14.8,10.7,76.8,12.1,1021
12/12/2013,5.7,13.4,83.8,13.2,1014
13/12/2013,4.9,10.2,77,15.6,1010
14/12/2013,4.7,9.3,79.8,19.1,1009
15/12/2013,4.4,8.9,78,15.3,1007
16/12/2013,4.7,5.9,82.1,13.3,1011
17/12/2013,5.3,5.7,72.2,10.7,1017
18/12/2013,4.3,9.4,78.9,17.5,991
19/12/2013,4,2.6,86,18.5,996
20/12/2013,4.3,7.4,82.6,20.4,1006
21/12/2013,5.2,7,80.3,18.8,1000
22/12/2013,4.9,3,85.3,16.8,1002
23/12/2013,4.9,7.8,80.8,17.1,980
24/12/2013,5.9,4,73.2,23.3,966
25/12/2013,50.4,3.2,79.5,6.7,980
26/12/2013,6.5,4.2,85.5,13.5,987
27/12/2013,4.8,6.3,80.3,27.8,970
28/12/2013,5.5,3.3,87.6,14.1,994
29/12/2013,5.3,5.5,81.6,12.9,1007
30/12/2013,6.7,7,87.1,13.7,998
31/12/2013,8.3,6.3,80.3,14.3,991
01/01/2014,6.4,6.2,89.7,14.5,980
02/01/2014,4.9,6.8,80.6,15.3,984
03/01/2014,5.2,6.4,71,22.8,978
04/01/2014,6.4,3.7,83.8,9.4,988
05/01/2014,4.8,6.9,83.1,14,987
06/01/2014,6.1,8.9,74,21.1,977
07/01/2014,5.2,8,76.4,19.5,990
08/01/2014,12.8,6.3,91.4,9.1,1006
09/01/2014,7.5,3.9,91.5,11.7,1006
10/01/2014,10.5,6.2,87,10.2,1008
11/01/2014,31.3,2.6,86.9,8.4,1018
12/01/2014,8.4,6.6,87.3,16.5,1007
13/01/2014,9.4,3.8,85.6,8.3,999
14/01/2014,6.6,4.2,90.2,9.1,999
15/01/2014,7.3,8.5,86.2,9.9,988
16/01/2014,10.8,6.3,83.8,7.9,981
17/01/2014,14.2,5.6,89.5,7.9,984
18/01/2014,14.2753,3.5,94.3,7.5,985
19/01/2014,8.4,4.2,85,7.8,992
20/01/2014,19.9,3.8,85.9,8.4,1006
21/01/2014,6.4,7.4,81.7,11.3,1000
22/01/2014,6.7,6,84.9,12.2,1003
23/01/2014,5.9,4.8,84.6,14.1,1012
24/01/2014,6.7,8.5,95.5,11.3,1006
25/01/2014,17.6,6.5,79.8,17.5,1009
26/01/2014,7.2,5.1,80.4,19.5,992
27/01/2014,4.5,5.1,86.4,19.5,980
28/01/2014,7.8,5.1,93.1,14.5,979
29/01/2014,7.7,5,91.8,12.4,995
30/01/2014,19.3,4.5,81.6,8.5,1003
31/01/2014,9,5.6,82.8,13.9,986
01/02/2014,5.2,4.7,78.9,22.3,975
02/02/2014,4.9,6.4,78,17.2,995
03/02/2014,7.6,6.6,88.1,17.6,991
04/02/2014,4.1,4.8,83,14.9,985
05/02/2014,5.2,7.1,89.6,20.8,966
06/02/2014,18.2,4.9,86.7,11.1,985
07/02/2014,4.8,4.1,85.2,13,985
08/02/2014,4,6.7,78.3,18.7,960
09/02/2014,4.2,4.9,81.8,18.7,976
10/02/2014,8,1.9,87.3,8.6,991
11/02/2014,5,2.4,84.9,15.8,988
12/02/2014,3.2,4.2,81.3,22.3,976
13/02/2014,3.8,3.1,81.9,22.9,984
14/02/2014,14.4,5.2,89.4,13,976
15/02/2014,5.5,4.8,85.3,18.5,983
16/02/2014,8.1,4.5,82.8,9.6,1002
17/02/2014,4.1,7.8,91.8,13.4,997
18/02/2014,7.2,6.8,87.3,9.7,1005
19/02/2014,5.3,8.7,87.5,8.7,1005
20/02/2014,3.6,6.9,80.1,17.5,993
21/02/2014,4.3,4.7,80.7,20.7,994
22/02/2014,4.1,7.4,80.5,17.8,1000
23/02/2014,3.6,9.8,79.7,19,994
24/02/2014,3,6.8,80.3,12.3,994
25/02/2014,4.5,6.7,72.8,17.1,989
26/02/2014,4.7,6.7,71.8,19.1,1004
27/02/2014,6.8,5.5,77.9,14.2,1001
28/02/2014,7.2,4.7,82.1,10.7,1003
01/03/2014,5.6,5.2,84.3,8.5,1000
02/03/2014,5.9,5.6,84.8,8.4,985
03/03/2014,5.7,4.2,79.6,9.3,986
04/03/2014,9.7,6,80.4,10.8,1002
05/03/2014,4.9,7.2,82.5,10.8,1015
06/03/2014,3.2,10.9,88.6,10.5,1014
07/03/2014,6.1,7.9,75.3,14.4,1019
08/03/2014,6.6,9.7,74.5,19.7,1014
09/03/2014,5.4,9.9,81,10.9,1017
10/03/2014,14.5,4.4,88.3,5.8,1032
11/03/2014,24.3,3.9,89.7,5.1,1035
12/03/2014,34.8,2.5,95.3,5.4,1033
13/03/2014,30.8,5,98.9,4.3,1032
14/03/2014,15.2,7.1,92.5,13.8,1029
15/03/2014,5.5,9.5,83.5,20.2,1029
16/03/2014,5.5,8.7,91,18,1026
17/03/2014,5.3,8.3,81.9,11.7,1021
18/03/2014,5.6,9.1,79.5,18.9,1014
19/03/2014,4.6,10.5,74.9,20.2,1015
20/03/2014,2.9,7.5,81,18.7,999
21/03/2014,5.1,5,79.4,16.1,998
22/03/2014,4.3,3.4,84.3,17.3,995
23/03/2014,9.8,4.9,78.6,12.2,1010
24/03/2014,5.2,5.7,84,17.8,1003
25/03/2014,7.8,6.6,79.9,9.9,1010
26/03/2014,14.5,5.5,89.5,9.4,1021
27/03/2014,13.1,4.5,85.3,9,1014
28/03/2014,14.6,6.3,88.6,13,1016
29/03/2014,37,7.8,88.5,10.2,1012
30/03/2014,31.1,9.7,82.6,8.3,1010
31/03/2014,27.2,9.6,88.8,7.5,1010
01/04/2014,8.4,8.1,89.5,6.8,1010
02/04/2014,25.9,9.1,96,9.1,1001
03/04/2014,15,9.9,92.6,6.8,1001
04/04/2014,6,10.5,75.9,5.8,1006
05/04/2014,2.7,12.5,86,8.4,1004
06/04/2014,3.9,12.5,73.3,13.9,1002
07/04/2014,4.1,8.3,82.9,8.1,1005
08/04/2014,4.2,7.7,74.6,15.7,1017
09/04/2014,5.1,9.9,73.9,12.2,1023
10/04/2014,6.2,9.1,77.1,10.2,1022
11/04/2014,5,6.9,77.7,8.4,1023
12/04/2014,5.9,9.1,73.4,14.2,1017
13/04/2014,6.2,8.8,74.8,16.1,1023
14/04/2014,7.5,8.3,73.2,7.7,1027
15/04/2014,10.2,8.1,77,8.8,1028
16/04/2014,12.5,10.2,68.8,9.3,1023
17/04/2014,6.2,9.8,81.1,13.5,1021
18/04/2014,8.3,6.5,77.6,5.3,1023
19/04/2014,19.7,6.8,80.1,6.5,1019
20/04/2014,15.3,7.2,84.1,11.5,1013
21/04/2014,29.1,11.2,83,11.8,1007
22/04/2014,19.9,9.9,89.8,8.7,1007
23/04/2014,6.3,11.5,75.7,11.1,1011
24/04/2014,5.6,8.7,80.2,7.8,1018
25/04/2014,11.5,10,81.7,9,1011
26/04/2014,6.2,9.5,85.2,15.9,996
27/04/2014,9.8,10.5,82.4,10.4,1008
28/04/2014,12.3,10.9,85.3,5.8,1013
29/04/2014,16.7,10.8,82,6.5,1012
30/04/2014,11.8,9.4,89,9.7,1010
01/05/2014,7.5,10.5,94,6.9,1012
02/05/2014,9.5,9.3,83.9,7.8,1026
03/05/2014,11.4,11.2,83.3,7.3,1026
04/05/2014,8.3,11.8,85.1,8.3,1019
05/05/2014,10,10.9,79.3,11.6,1005
06/05/2014,4.3,10.2,79.3,12.4,1001
07/05/2014,3.1,10.3,80.3,18.1,1004
08/05/2014,3.8,11.2,82.7,13.2,1004
09/05/2014,4.5,11,75.8,16.5,1006
10/05/2014,3.9,11,85.2,14.8,995
11/05/2014,2.9,9.7,87.3,18.2,1002
12/05/2014,3.6,9.2,81.3,9.3,1010
13/05/2014,3.6,10.2,81.3,10.8,1022
14/05/2014,4.7,11.3,86.1,8.3,1032
15/05/2014,11.3,13.8,83.4,5.8,1036
16/05/2014,5,14.9,63.3,9.5,1031
17/05/2014,6,14.2,57,11.7,1020
18/05/2014,4.9,11.9,75.5,9.4,1007
19/05/2014,11.5,11.4,92.1,7.6,1003
20/05/2014,12.7,12.6,91.8,8,1004
21/05/2014,4.6,11.3,74.3,7.5,1008
22/05/2014,8,9.7,86.9,8.5,1005
23/05/2014,5.1,9.4,83.6,15.5,1008
24/05/2014,8.7,10.8,91.1,13.5,1010
25/05/2014,12.1,11.2,90.3,6.6,1014
26/05/2014,10.9,10.7,91.2,4.4,1017
27/05/2014,6,10.9,77.1,5.5,1018
28/05/2014,9,11.8,81.8,7.3,1018
29/05/2014,6.3,11.1,88.3,9.2,1020
30/05/2014,13.5,12.2,78.5,7.3,1025
31/05/2014,10.3,14.8,72.8,6.5,1025
01/06/2014,3.9,15,76.7,8.2,1020
02/06/2014,3.5,13.6,83.9,8,1016
03/06/2014,4.9,11.9,79.5,8.1,1011
04/06/2014,4.3,10.5,80.9,10.8,1007
05/06/2014,6.5,11.2,70.8,8.6,1010
06/06/2014,7.8,11.9,77.8,10,1010
07/06/2014,7.6,14.9,80.8,8.9,1009
08/06/2014,5,14.5,75.8,11.6,1013
09/06/2014,,14,79.8,11,1014
10/06/2014,,13.4,81.7,7.3,1013
11/06/2014,,14.5,75,7.7,1024
12/06/2014,,16.4,69.2,6.5,1028
13/06/2014,,16.5,75.3,5.6,1026
14/06/2014,,15.7,82.7,5.8,1028
15/06/2014,,14.6,75.7,7.1,1031
16/06/2014,,14.2,78,6.9,1031
17/06/2014,,16,78.7,4.5,1031
18/06/2014,,17.7,77.6,5.3,1029
19/06/2014,,14.7,74,9.4,1027
20/06/2014,,13.2,73.2,6.6,1025
21/06/2014,7.1,13.9,76,7,1023
22/06/2014,7.3,13.7,73.1,7,1024
23/06/2014,5.8,15.9,71,5.4,1025
24/06/2014,11,15.3,77,4.5,1023
25/06/2014,12.8,15.2,82.7,6,1018
26/06/2014,11.4,14.6,83.1,7.6,1013
27/06/2014,9.2,13.9,83.1,10.4,1011
28/06/2014,7.5,12.3,76.3,7.9,1013
29/06/2014,7.6,11.8,72.8,7,1016
30/06/2014,7.9,13,67.5,6.7,1017
01/07/2014,15.6,14.8,73.9,6.6,1021
02/07/2014,11.9,17,64.8,11.4,1019
03/07/2014,7.4,16.7,77.3,9.8,1014
04/07/2014,5.7,15.9,84.8,11.4,1001
05/07/2014,6.7,12.7,75.8,7.8,1001
06/07/2014,6.5,12.8,75.6,9,1005
07/07/2014,7.7,12.8,78.4,7.5,1013
08/07/2014,8.3,12.7,81.3,7.7,1019
09/07/2014,9.1,14.6,73.5,9.4,1025
10/07/2014,6.7,16,88.6,6.7,1021
11/07/2014,6.7,16.9,80.6,6.6,1019
12/07/2014,5.8,17.3,87,7.4,1012
13/07/2014,3.1,14.6,75.5,9.3,1011
14/07/2014,3.5,15.8,79.5,11.1,1010
15/07/2014,4.5,15.5,73.4,9.1,1018
16/07/2014,4.2,17.9,72,11.7,1016
17/07/2014,6.5,16.3,79.4,7.5,1020
18/07/2014,10.8,17,91.2,9.8,1011
19/07/2014,8.9,17.1,88.5,7,1008
20/07/2014,6.4,17,82.2,7.8,1013
21/07/2014,5.3,17.5,78.7,5.3,1020
22/07/2014,5.4,17.4,89,6.9,1024
23/07/2014,11.9,18.6,78.3,7.1,1022
24/07/2014,15.4,18.5,78.8,6.5,1020
25/07/2014,15.8,18.4,74.8,6.4,1019
26/07/2014,10.2,16.6,82.2,7.2,1018
27/07/2014,3.2,15.2,80.2,12.3,1019
28/07/2014,4,16.3,82.9,8.4,1019
29/07/2014,4.3,16.3,78.3,9.5,1019
30/07/2014,5.9,16.4,78.5,13.8,1016
31/07/2014,10,16.3,79.1,11.6,1011
01/08/2014,7.9,15.1,83.9,7.2,1005
02/08/2014,4.5,13.4,94.5,12.6,999
03/08/2014,3.4,13.6,88,16.9,1004
04/08/2014,5.1,14.6,78.7,8.1,1014
05/08/2014,6,17.1,84.3,8.3,1012
06/08/2014,5.5,16.7,78.4,10.2,1010
07/08/2014,5,14.8,74,7.3,1014
08/08/2014,5.6,15.2,81.3,6,1008
09/08/2014,3.8,14.1,80.1,9.5,1004
10/08/2014,2.6,12.4,87.4,12.1,998
11/08/2014,3.2,13.8,77.6,16.5,1003
12/08/2014,3.5,13.3,81.1,12.6,1003
13/08/2014,4.3,15,76,13.7,1006
14/08/2014,4,14,77,9,1011
15/08/2014,4.3,12.9,77.4,8.9,1020
16/08/2014,4.2,14,78.5,15.5,1018
17/08/2014,4,13,76.6,16.4,1010
18/08/2014,4.1,12.2,74.3,12.3,1014
19/08/2014,4.5,11,77.3,9.2,1016
20/08/2014,3.9,11.1,76.7,8.3,1019
21/08/2014,4,12,83.7,11.3,1012
22/08/2014,3.8,11.2,76.9,9,1014
23/08/2014,5.7,10.2,78.3,8.1,1017
24/08/2014,4.4,10.8,85,9,1015
25/08/2014,4,14.2,97.6,14.2,1002
26/08/2014,8.3,14.4,87.3,15.1,1008
27/08/2014,6.6,13.9,88.1,15,1009
28/08/2014,4.7,15.6,73.8,12.9,1004
29/08/2014,3.8,14.4,87.3,15.5,1005
30/08/2014,4.3995,14,85.4,13.7,1015
31/08/2014,4.63949,14.8,82.5,9.8,1018
01/09/2014,6.26661,14.2,79,6.4,1022
02/09/2014,8.3376,13.4,81.9,3.9,1024
03/09/2014,12.1801,14,89.9,5.7,1022
04/09/2014,20.0636,14.6,84.5,4.8,1019
05/09/2014,19.0865,14.6,86.8,4.3,1018
06/09/2014,8.8,11.8,82.1,6.9,1018
07/09/2014,8.6,10.8,82.8,7.3,1019
08/09/2014,14.3,9.5,82.8,5.7,1022
09/09/2014,11.1,11.8,79.2,4.5,1023
10/09/2014,14.6,11.9,87.3,3.9,1021
11/09/2014,29.5,14,86.7,4.9,1022
12/09/2014,28.5,13,86.3,5.1,1025
13/09/2014,23.8,13.7,89.3,4.8,1027
14/09/2014,19.5,14.2,89.1,6.9,1024
15/09/2014,12.4,14.4,86.5,8,1020
16/09/2014,20.5,14.9,93,5.9,1015
17/09/2014,28.1,14.6,92.8,8.1,1013
18/09/2014,29.7,14.9,91.9,8,1011
19/09/2014,39.8,14.8,96.2,5.8,1013
20/09/2014,10.5,14.1,82.6,8.2,1020
21/09/2014,13.3,10.5,91.7,4.3,1027
22/09/2014,14.1,13.1,80.1,7,1025
23/09/2014,11,13.4,83.8,11.1,1018
24/09/2014,5.4,11.9,85.1,8.7,1017
25/09/2014,3.5,15.3,87.2,11.4,1017
26/09/2014,8.7,13.3,75.2,10,1022
27/09/2014,9.5,13.3,78.1,5.8,1024
28/09/2014,10.7,14.9,84.1,3.9,1020
29/09/2014,9.4,14.6,90.5,5.5,1019
30/09/2014,5.1,15.4,84.8,8.4,1017
01/10/2014,5.1,11.9,77.4,9,1024
02/10/2014,6.6,11.1,77,9.1,1025
03/10/2014,5.2,13.2,89.7,10.6,1013
04/10/2014,5.1,9.4,79.8,10.5,1014
05/10/2014,5.2,11.4,75.3,11.2,1011
06/10/2014,7.3,9.8,83.9,12.5,994
07/10/2014,8.7,7.9,81.1,8.5,994
08/10/2014,8,10.7,84.1,6.4,988
09/10/2014,9,9.2,90,9.9,991
10/10/2014,10.9,8.7,81.9,5.9,1004
11/10/2014,19.3,7.6,90.5,5.2,1010
12/10/2014,25.3,7.4,89.3,4.1,1012
13/10/2014,8.5,10.1,85.1,9.7,1011
14/10/2014,5.1,10.8,81.6,9.4,1010
15/10/2014,9.1,12.3,89.8,15,1000
16/10/2014,9.3,12.1,94.9,7.7,996
17/10/2014,5.1,13.9,87.8,11.3,999
18/10/2014,6.00187,15.8,73.3,16.9,998
19/10/2014,3.3,13.5,80.5,19.9,1005
20/10/2014,4,12,84.8,13.5,1009
21/10/2014,5.6,8.9,78.3,21.2,1010
22/10/2014,7.2,10,80.8,13.5,1022
23/10/2014,2.7,13.4,83.9,15.1,1012
24/10/2014,4.2,10,83,10.6,1012
25/10/2014,3.2,11.1,77.3,15.8,1012
26/10/2014,2,13.7,80.6,17.2,1011
27/10/2014,6.5,15.7,81.8,15.8,1010
28/10/2014,11.7,11.1,88.6,11.8,1008
29/10/2014,9.6,7,84.8,7.8,1016
30/10/2014,7,14.9,86.3,8.4,1011
31/10/2014,10.6,15.8,80.4,12.5,1006
01/11/2014,4.8,11.6,83.5,13.4,1004
02/11/2014,4.8,9.1,77.9,12.2,997
03/11/2014,4.7,5.9,84.5,11.3,986
04/11/2014,6.5,6.6,89.8,11.9,996
05/11/2014,10.2,6.6,85.3,7.1,1008
06/11/2014,4,11.5,86.1,12.5,993
07/11/2014,4.6,8,89.4,12.6,988
08/11/2014,7,6.7,91.8,10,993
09/11/2014,18.7,7,92.8,5.7,999
10/11/2014,9.5,7.8,93.6,11.1,995
11/11/2014,27.6,9.6,93.5,4.8,988
12/11/2014,,8.9,89.5,9.7,988
13/11/2014,,9.6,88.8,14.4,992
14/11/2014,,10.3,86.2,13.6,991
15/11/2014,,8.6,93.6,5.5,997
16/11/2014,,7.9,93.2,6.3,1003
17/11/2014,,8.4,91.7,10.3,1006
18/11/2014,,9.7,82.9,9.6,1011
19/11/2014,,10.3,83.2,14.9,1016
20/11/2014,16.6,7.5,98.9,4.3,1023
21/11/2014,12.5,9.9,90.3,14.4,1011
22/11/2014,8.2,8.9,91,8.8,1009
23/11/2014,12.5,3.6,89.8,8.3,1020
24/11/2014,6.6,6,82.5,6.6,1025
25/11/2014,28.2,7.1,98.1,2.5,1022
26/11/2014,31.9,2.5,99.4,3.9,1014
27/11/2014,28.4,4.1,91.9,6.3,1001
28/11/2014,14.8,10,88.4,9.6,1003
29/11/2014,21.1,8.6,93.8,5.3,1010
30/11/2014,17,6.4,95.4,6.1,1017
01/12/2014,8,6.5,92.5,9.5,1016
02/12/2014,11.7,2.9,88.7,9.4,1027
03/12/2014,32,2.1,97.3,7.1,1028
04/12/2014,38.8,3.5,94.9,4.8,1019
05/12/2014,9.1,3.2,91,11.3,1024
06/12/2014,6,6.2,91.6,12.4,1025
07/12/2014,4.6,5.1,84.1,18.5,1017
08/12/2014,7,2.5,89.3,13.9,1022
09/12/2014,4.7,7.9,83.8,19.3,1015
10/12/2014,4.9,4.6,79.1,21,1010
11/12/2014,3.9,4,89.5,16.7,1003
12/12/2014,8.2,2.2,90.8,12.5,997
13/12/2014,7,2,89.5,11.9,1011
14/12/2014,5.5,6.3,85.8,15.9,1004
15/12/2014,8.6,4.8,89.6,10.7,1011
16/12/2014,6.3,5.4,93.2,11.8,1012
17/12/2014,4,10.8,94.3,17.8,1004
18/12/2014,3.6,10.8,93.7,20.1,1003
19/12/2014,5.1,5.5,81.8,21.3,1014
20/12/2014,5.2,6.1,86.6,16.3,1026
21/12/2014,2.7,10.4,84,20.1,1019
22/12/2014,3.4,11.5,90,23.3,1010
23/12/2014,3.7,10.2,90.1,17.5,1008
24/12/2014,6.1,4.5,84.6,15.9,1018
25/12/2014,11.7,2.8,91,12,1030
26/12/2014,8.7,3.6,91.9,10.4,1021
27/12/2014,10.8,1.3,94.4,11.7,1016
28/12/2014,49.3,-0.5,93.5,6.6,1034
29/12/2014,29.3,1.4,86.2,6.7,1040
30/12/2014,9.9,5.7,77.2,9.3,1034
31/12/2014,7,9.7,81.9,14.3,1023
01/01/2015,3.2,11.3,82,21.1,1013
02/01/2015,5.8,5.3,72.5,17.3,1027
03/01/2015,38.4,2.9,94.4,6.8,1024
04/01/2015,85.4,2.3,94.9,4.2,1031
05/01/2015,28.2,8.7,88.8,7.5,1021
06/01/2015,4,5.7,83.5,13.3,1017
07/01/2015,3.5,9.1,84.7,21.2,1010
08/01/2015,4.4,6.5,81.4,17.8,1015
09/01/2015,6.5,10.8,85.3,25.5,1010
10/01/2015,4.8,6,79.3,24,1011
11/01/2015,5.9,5.2,80.8,19.4,1017
12/01/2015,6,6.7,76,21.1,1001
13/01/2015,5.5,2.1,82,17.5,997
14/01/2015,3.7,3.9,83.1,20.3,990
15/01/2015,5.5,4.1,79.3,25.8,978
16/01/2015,7.4,1.8,86.5,14.7,1004
17/01/2015,9,1.6,90.2,13.3,1009
18/01/2015,11.7,1,88.1,11.4,1017
19/01/2015,23,-1,87.3,6.4,1015
20/01/2015,18.2,3.1,88.4,7.6,1005
21/01/2015,24.6,1.9,96.5,6.8,1008
22/01/2015,56.7,1.6,94.8,3.9,1020
23/01/2015,7.5,6.4,87.9,13.3,1017
24/01/2015,9,3.4,82,11.5,1028
25/01/2015,5,8.4,84,13.8,1025
26/01/2015,7.9,5.5,87.9,12.5,1026
27/01/2015,5.1,6.1,89.6,12.2,1025
28/01/2015,5.1,4.3,84.8,22.5,1002
29/01/2015,6.4,1.4,90.9,20.4,985
30/01/2015,6.4,3.1,85.3,16.8,983
31/01/2015,7.1,2.3,81.3,18.3,995
01/02/2015,14.7,0.5,84.2,11.4,1008
02/02/2015,25.9,-0.6,93.1,7.3,1009
03/02/2015,27.2,-1.2,94.1,6.6,1014
04/02/2015,18.8,0,85.7,8,1027
05/02/2015,14.7,3.7,88.8,8.2,1031
06/02/2015,18.9,4.2,89,4.6,1036
07/02/2015,21.7,4.7,89,6,1041
08/02/2015,24,0.3,99.9,8.5,1042
09/02/2015,13.7,2.7,96.1,9.6,1038
10/02/2015,23.9,2.4,93,3.8,1032
11/02/2015,34.5,4,87.3,3.9,1022
12/02/2015,15.3,5.1,81,5.6,1015
13/02/2015,17.4,6.3,89.3,10.5,995
14/02/2015,30.4,5.8,91.5,7.2,1005
15/02/2015,29.2,4.8,90.1,6.7,1011
16/02/2015,7.8,4.5,86.4,11.6,1016
17/02/2015,6.4,4.8,77.2,11.4,1034
18/02/2015,5.3,9.6,80.2,14,1027
19/02/2015,6.8,6.5,82.7,12.7,1013
20/02/2015,6.8,2.8,88.7,12,1005
21/02/2015,6.9,2.1,87.8,14.6,1004
22/02/2015,5.8,5.2,84.3,16,994
23/02/2015,4.8,3,85.9,22.4,983
24/02/2015,6.6,4.7,82.3,18.8,1003
25/02/2015,5.3,9,95.6,11.2,1011
26/02/2015,7,6.3,80.3,17.6,1011
27/02/2015,5.6,4.6,80.6,14,1015
28/02/2015,8.3,8.6,81.5,16.7,998
01/03/2015,7.9,3.3,83,17.9,995
02/03/2015,4.9,1.8,85.3,17.9,1004
03/03/2015,5.5,2.5,82,17.9,1012
04/03/2015,6.8,4.8,74.6,14.7,1031
05/03/2015,6.6,8.5,70.1,13.4,1034
06/03/2015,7.1,9,70.4,18.6,1024
07/03/2015,7.7,11.4,78.2,20.9,1013
08/03/2015,11.2,6.9,75.2,12.7,1019
09/03/2015,7.8,7.3,73.8,18.8,1016
10/03/2015,8.6,5.7,73.9,10.3,1029
11/03/2015,10.9,6.9,77.6,15.2,1021
12/03/2015,7.9,7.3,92.2,14.5,1018
13/03/2015,19.4,3.7,79.8,7.8,1029
14/03/2015,22.5,4.5,78.6,8.6,1034
15/03/2015,16.1,5,79.6,10,1032
16/03/2015,23.7,5.5,86.2,8.8,1025
17/03/2015,37.4,3.8,92,5.3,1026
18/03/2015,48.2,2.3,86.3,3,1035
19/03/2015,49.4,4.8,83.7,2.7,1036
20/03/2015,16.1,7.6,82.2,9.5,1030
21/03/2015,14.1,5.3,83.3,6.7,1030
22/03/2015,13.8,6.1,79.1,6.4,1025
23/03/2015,5.3,7,77.5,11.3,1016
24/03/2015,7,3.5,82.9,12.3,1013
25/03/2015,6.6,3.7,82.5,10.9,1010
26/03/2015,6.1,6.9,77.5,15.8,1006
27/03/2015,7.8,6.7,76.6,7.7,1017
28/03/2015,4.9,10.4,83,21.2,1003
29/03/2015,5,6.3,83.6,17.5,997
30/03/2015,5.8,6.9,83.1,18.1,1002
31/03/2015,6.6,6,75.9,25,1010
01/04/2015,5.5,6.3,84,17.9,1022
02/04/2015,9.3,6.4,96.8,7,1020
03/04/2015,7.7,8.8,82.2,14.6,1018
04/04/2015,12.5,9.2,82.3,6.8,1026
05/04/2015,11.8,8.6,92,5,1028
06/04/2015,19.1,8.7,84.8,4.4,1034
07/04/2015,21.2,9.3,81.8,4.5,1037
08/04/2015,26,8.7,84.3,7.9,1032
09/04/2015,38,9.6,67.5,4.9,1024
10/04/2015,28.6,8.8,72.1,9.6,1012
11/04/2015,3.3,6.3,73.5,16,1015
12/04/2015,6.8,6.8,79.6,11.3,1021
13/04/2015,6.5,9.8,75.6,10.4,1026
14/04/2015,6.2,11.9,69.9,11.4,1021
15/04/2015,8.1,8.1,81.1,7.9,1018
16/04/2015,6.3,6.9,75.5,7.6,1017
17/04/2015,12.7,6.9,83.5,7.4,1021
18/04/2015,12,7.9,77.5,12.1,1029
19/04/2015,8.9,7.1,80.7,9.3,1028
20/04/2015,11.7,8.4,79.5,6.5,1031
21/04/2015,14.6,8.2,75,5.3,1036
22/04/2015,15.9,8.5,79.7,6.3,1031
23/04/2015,21.7,10.2,74.7,6.1,1020
24/04/2015,14.5,9.5,86.1,7.4,1007
25/04/2015,5.8,7.2,83.8,10.1,1005
26/04/2015,5.6,3.7,77.6,7,1013
27/04/2015,5.6,4.2,75.8,12.7,1011
28/04/2015,3.3,5.4,76.4,16.8,1012
29/04/2015,4.8,6.5,77.8,17.2,1008
30/04/2015,4.7,6.5,78.7,9.8,1012
01/05/2015,5.9,7,72.2,11.3,1011
02/05/2015,8.1,7,92.7,16.5,1004
03/05/2015,6.3,11.3,87.8,11.9,991
04/05/2015,5.2,10.1,72.8,11.6,997
05/05/2015,4.6,8.8,81.6,12,987
06/05/2015,3.8,8.5,82.8,16.9,997
07/05/2015,5.7,8,82.5,7.8,1014
08/05/2015,7.3,7.3,94,8.9,1010
09/05/2015,7.8,9.9,79.2,8.3,1014
10/05/2015,5.5,12.8,80.6,12.8,1013
11/05/2015,4.7,12.6,66.2,17.9,1010
12/05/2015,5.5,10.3,71.6,18.5,1015
13/05/2015,5.4,7.9,79.4,7.2,1019
14/05/2015,10.4,9.1,83.1,12.1,1012
15/05/2015,9.3,9.6,86.8,9.5,1019
